areaName,Borough,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Jamaica Hills,Queens,0.5,1.9166666666666667,1.9166666666666667,0.8333333333333334,2.1666666666666665,3.0,5.166666666666667,7.583333333333333,6.75,9.833333333333334,8.25,13.833333333333334,14.0,18.916666666666668,14.583333333333334,9.5
Kensington,Brooklyn,13.666666666666666,19.333333333333332,24.416666666666668,39.666666666666664,90.41666666666667,150.16666666666666,145.91666666666666,206.25,212.58333333333334,211.0,200.33333333333334,220.41666666666666,149.0,118.58333333333333,120.83333333333333,120.5
Kew Gardens,Queens,13.25,12.166666666666666,28.666666666666668,34.75,70.66666666666667,105.08333333333333,101.33333333333333,133.83333333333334,136.5,128.5,135.16666666666666,166.0,132.58333333333334,112.91666666666667,128.25,146.0
Kew Gardens Hills,Queens,5.5,6.0,8.0,8.5,14.083333333333334,31.5,36.916666666666664,50.166666666666664,46.166666666666664,44.333333333333336,31.25,30.083333333333332,34.5,26.5,20.166666666666668,31.0
Kingsbridge,Bronx,7.833333333333333,4.416666666666667,16.666666666666668,18.25,28.166666666666668,49.083333333333336,70.75,58.916666666666664,68.5,68.91666666666667,44.333333333333336,62.833333333333336,45.083333333333336,50.0,50.0,58.5
Laconia,Bronx,0.3333333333333333,0.4166666666666667,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.4166666666666667,0.5833333333333334,0.5,1.9166666666666667,1.25,0.6666666666666666,2.3333333333333335,4.5,2.4166666666666665,1.0
Laurelton,Queens,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.5833333333333334,0.6666666666666666,1.6666666666666667,3.0,2.3333333333333335,3.0833333333333335,2.1666666666666665,3.4166666666666665,2.5833333333333335,1.1666666666666667,4.0
Little Italy,Manhattan,65.5,50.25,42.75,44.666666666666664,67.66666666666667,72.25,94.83333333333333,96.66666666666667,82.58333333333333,97.0,140.66666666666666,90.08333333333333,55.916666666666664,75.0,75.33333333333333,55.0
Little Neck,Queens,0.9166666666666666,0.4166666666666667,2.0833333333333335,4.666666666666667,3.1666666666666665,3.5833333333333335,4.75,5.25,2.5,5.25,2.25,2.75,3.9166666666666665,1.9166666666666667,4.916666666666667,2.0
Long Island City,Queens,113.58333333333333,83.58333333333333,323.6666666666667,291.75,549.1666666666666,509.4166666666667,645.25,681.8333333333334,694.5,713.1666666666666,958.5833333333334,980.0833333333334,627.0,783.75,941.5,972.5
Longwood,Bronx,1.5,1.75,1.0,0.25,0.9166666666666666,2.25,3.1666666666666665,6.5,6.333333333333333,10.0,7.166666666666667,5.416666666666667,4.416666666666667,2.25,3.4166666666666665,1.5
Lower East Side,Manhattan,218.75,258.0,263.25,341.0,423.75,451.3333333333333,521.1666666666666,581.0833333333334,550.75,595.4166666666666,1028.0833333333333,733.9166666666666,558.5,716.5833333333334,675.4166666666666,397.0
Manhattan Beach,Brooklyn,0.8333333333333334,0.16666666666666666,2.1666666666666665,1.0833333333333333,0.75,4.666666666666667,6.5,5.25,2.4166666666666665,2.75,1.8333333333333333,1.8333333333333333,1.25,1.1666666666666667,1.3333333333333333,2.0
Marble Hill,Manhattan,0.16666666666666666,0.0,0.5833333333333334,3.0,5.0,5.916666666666667,3.75,7.333333333333333,10.5,11.083333333333334,7.666666666666667,10.083333333333334,7.583333333333333,4.75,4.583333333333333,4.5
Marine Park,Brooklyn,0.25,4.166666666666667,0.5833333333333334,1.8333333333333333,3.5833333333333335,9.416666666666666,9.666666666666666,11.083333333333334,9.5,10.583333333333334,6.833333333333333,9.083333333333334,8.5,4.583333333333333,5.25,6.0
Maspeth,Queens,1.6666666666666667,2.0833333333333335,3.5,4.583333333333333,10.166666666666666,32.916666666666664,35.083333333333336,58.916666666666664,57.333333333333336,59.166666666666664,52.166666666666664,58.333333333333336,59.916666666666664,58.666666666666664,44.083333333333336,65.0
Melrose,Bronx,1.0833333333333333,5.416666666666667,1.0,0.75,2.5,2.5833333333333335,4.0,10.5,10.75,16.583333333333332,11.583333333333334,12.166666666666666,14.583333333333334,12.25,10.416666666666666,11.0
Middle Village,Queens,0.5,0.25,0.5,0.6666666666666666,7.166666666666667,17.333333333333332,14.916666666666666,20.083333333333332,20.666666666666668,28.083333333333332,21.25,33.666666666666664,29.416666666666668,31.0,27.75,22.0
Midtown,Manhattan,397.75,343.1666666666667,394.4166666666667,433.0833333333333,506.4166666666667,576.1666666666666,634.5833333333334,548.75,489.5,484.6666666666667,619.0833333333334,511.3333333333333,340.0,444.1666666666667,405.25,312.0
Midtown East,Manhattan,1460.6666666666667,1277.9166666666667,1353.3333333333333,1651.9166666666667,1953.75,2054.0833333333335,2234.4166666666665,2410.9166666666665,2138.5833333333335,2030.25,3051.5,2570.25,1585.8333333333333,2052.0,1955.5833333333333,1484.5
Midtown South,Manhattan,182.41666666666666,170.41666666666666,200.58333333333334,255.08333333333334,343.5833333333333,466.5,549.0833333333334,561.5833333333334,274.6666666666667,254.16666666666666,376.75,281.0833333333333,200.25,256.75,255.25,209.0
Midtown West,Manhattan,772.3333333333334,714.3333333333334,865.9166666666666,1091.75,1330.8333333333333,1543.3333333333333,1687.9166666666667,1703.5833333333333,1568.75,1500.0833333333333,2131.0833333333335,1669.5833333333333,1072.6666666666667,1466.8333333333333,1429.1666666666667,1202.5
Midwood,Brooklyn,11.916666666666666,30.75,35.25,48.75,85.58333333333333,123.58333333333333,131.0,217.25,229.41666666666666,263.3333333333333,240.16666666666666,271.5,187.83333333333334,165.08333333333334,189.16666666666666,180.0
Mill Basin,Brooklyn,0.0,0.0,0.3333333333333333,1.5,3.0833333333333335,1.3333333333333333,1.1666666666666667,2.75,4.416666666666667,2.1666666666666665,1.3333333333333333,2.25,2.0833333333333335,2.3333333333333335,0.75,1.5
Morningside Heights,Manhattan,43.5,37.583333333333336,52.833333333333336,67.5,105.16666666666667,132.33333333333334,160.0,153.83333333333334,137.0,140.5,203.33333333333334,162.91666666666666,99.41666666666667,120.33333333333333,136.58333333333334,97.0
Morris Heights,Bronx,0.16666666666666666,0.08333333333333333,0.5,0.3333333333333333,9.25,12.416666666666666,14.666666666666666,16.666666666666668,10.333333333333334,16.416666666666668,14.583333333333334,9.5,12.833333333333334,6.916666666666667,7.5,2.0
Morris Park,Bronx,4.0,3.6666666666666665,4.0,4.0,24.666666666666668,38.666666666666664,54.5,35.916666666666664,29.75,25.833333333333332,16.666666666666668,14.25,11.916666666666666,15.0,7.5,11.0
Morrisania,Bronx,0.3333333333333333,0.6666666666666666,0.4166666666666667,0.8333333333333334,2.0,5.5,6.166666666666667,4.666666666666667,9.333333333333334,10.833333333333334,8.583333333333334,6.5,5.583333333333333,7.833333333333333,7.166666666666667,8.0
Mott Haven,Bronx,7.25,8.666666666666666,4.75,9.333333333333334,16.083333333333332,35.25,44.666666666666664,50.833333333333336,80.58333333333333,93.16666666666667,90.25,144.33333333333334,184.83333333333334,297.25,441.5833333333333,406.5
New Hyde Park,Queens,0.0,0.25,0.16666666666666666,0.0,0.0,0.16666666666666666,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.16666666666666666,0.16666666666666666,0.08333333333333333,0.16666666666666666,0.25,0.08333333333333333,0.0
Nolita,Manhattan,94.08333333333333,67.5,93.91666666666667,148.33333333333334,154.41666666666666,140.75,156.41666666666666,170.0,165.83333333333334,158.41666666666666,287.3333333333333,162.33333333333334,120.41666666666667,155.58333333333334,149.66666666666666,104.0
North Corona,Queens,0.3333333333333333,1.9166666666666667,3.3333333333333335,2.5833333333333335,7.0,11.0,6.0,9.416666666666666,11.5,11.5,8.833333333333334,10.25,8.583333333333334,10.5,15.916666666666666,7.5
Norwood,Bronx,0.9166666666666666,2.0,4.916666666666667,8.666666666666666,11.666666666666666,50.75,52.333333333333336,34.583333333333336,25.416666666666668,38.666666666666664,19.666666666666668,23.75,26.083333333333332,19.916666666666668,19.666666666666668,25.0
Oakland Gardens,Queens,0.16666666666666666,1.1666666666666667,3.0,2.3333333333333335,5.666666666666667,14.083333333333334,12.666666666666666,14.333333333333334,7.5,8.583333333333334,7.666666666666667,24.333333333333332,48.25,50.666666666666664,60.166666666666664,58.0
Ocean Parkway,Brooklyn,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Old Mill Basin,Brooklyn,0.0,0.0,0.16666666666666666,1.6666666666666667,0.08333333333333333,1.8333333333333333,2.8333333333333335,0.5833333333333334,2.3333333333333335,1.0,1.0833333333333333,1.6666666666666667,1.6666666666666667,2.4166666666666665,2.0,2.0
Ozone Park,Queens,0.08333333333333333,1.0833333333333333,0.0,0.25,1.3333333333333333,1.4166666666666667,1.25,3.3333333333333335,9.25,4.916666666666667,5.166666666666667,4.083333333333333,3.6666666666666665,3.5,8.25,7.0
Park Slope,Brooklyn,192.16666666666666,176.16666666666666,218.75,360.5,702.8333333333334,940.0,937.0833333333334,1046.5833333333333,742.6666666666666,655.5833333333334,927.9166666666666,673.75,378.25,441.5833333333333,429.5,311.5
Parkchester,Bronx,1.4166666666666667,7.833333333333333,5.0,9.583333333333334,18.25,16.666666666666668,17.416666666666668,21.666666666666668,15.333333333333334,14.916666666666666,9.416666666666666,15.0,14.583333333333334,11.5,10.583333333333334,15.5
Pelham Bay,Bronx,0.5833333333333334,0.5,3.8333333333333335,1.25,3.3333333333333335,11.25,10.583333333333334,14.083333333333334,14.583333333333334,10.75,7.083333333333333,12.75,10.166666666666666,7.5,5.75,19.5
Pelham Gardens,Bronx,0.08333333333333333,0.25,0.4166666666666667,0.0,1.1666666666666667,1.5,5.916666666666667,7.25,2.6666666666666665,3.1666666666666665,2.4166666666666665,3.5833333333333335,3.5,3.5,2.9166666666666665,3.0
Pelham Parkway,Bronx,0.0,0.16666666666666666,0.4166666666666667,0.5,5.5,9.666666666666666,4.916666666666667,4.416666666666667,10.416666666666666,12.25,24.083333333333332,19.666666666666668,22.333333333333332,23.833333333333332,21.0,11.5
Pomonok,Queens,0.4166666666666667,1.3333333333333333,1.8333333333333333,1.8333333333333333,2.4166666666666665,1.75,5.25,6.5,4.0,4.083333333333333,3.0,6.166666666666667,7.416666666666667,4.916666666666667,3.8333333333333335,3.0
Port Morris,Bronx,0.8333333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,1.25,3.25,5.25,3.0,2.1666666666666665,2.3333333333333335,0.6666666666666666,1.6666666666666667,2.0833333333333335,0.5
Prospect Heights,Brooklyn,52.5,39.166666666666664,46.583333333333336,97.08333333333333,170.0,218.16666666666666,198.83333333333334,275.4166666666667,216.0,201.5,288.1666666666667,234.91666666666666,167.33333333333334,183.75,164.08333333333334,128.5
Prospect Lefferts Gardens,Brooklyn,10.0,17.166666666666668,27.166666666666668,33.75,113.08333333333333,201.33333333333334,234.83333333333334,275.5,339.1666666666667,300.5,352.25,338.0833333333333,186.08333333333334,207.25,243.5,168.0
Prospect Park South,Brooklyn,4.416666666666667,4.666666666666667,8.5,22.5,64.5,110.83333333333333,118.5,144.66666666666666,216.41666666666666,198.5,192.83333333333334,185.66666666666666,91.41666666666667,90.33333333333333,113.91666666666667,101.5
Queens Village,Queens,0.0,0.0,0.0,0.08333333333333333,4.416666666666667,5.333333333333333,6.916666666666667,5.25,6.916666666666667,4.666666666666667,7.5,7.25,7.75,16.416666666666668,7.75,16.0
Red Hook,Brooklyn,11.166666666666666,12.083333333333334,19.25,23.083333333333332,30.166666666666668,39.166666666666664,38.833333333333336,56.583333333333336,55.833333333333336,43.833333333333336,38.333333333333336,36.333333333333336,27.75,33.916666666666664,31.0,25.0
Rego Park,Queens,25.666666666666668,27.083333333333332,27.583333333333332,35.75,104.58333333333333,161.66666666666666,197.83333333333334,256.0833333333333,206.0,229.08333333333334,203.58333333333334,281.25,189.91666666666666,162.41666666666666,152.83333333333334,130.5
Richmond Hill,Queens,0.25,2.5,1.5,3.9166666666666665,4.916666666666667,9.916666666666666,8.333333333333334,9.416666666666666,10.25,11.25,9.083333333333334,19.0,17.833333333333332,16.75,13.5,12.5
Ridgewood,Queens,3.1666666666666665,5.583333333333333,29.75,28.916666666666668,67.75,177.0,304.9166666666667,429.5,477.5833333333333,359.25,410.8333333333333,498.75,277.5833333333333,271.1666666666667,296.8333333333333,251.5
Riverdale,Bronx,78.58333333333333,79.58333333333333,95.0,90.83333333333333,151.66666666666666,148.75,163.83333333333334,184.0,216.58333333333334,225.66666666666666,175.41666666666666,180.83333333333334,172.91666666666666,169.75,144.91666666666666,131.0
Rockaway All,Queens,4.5,2.9166666666666665,3.1666666666666665,13.833333333333334,26.583333333333332,34.666666666666664,47.583333333333336,36.75,53.25,66.08333333333333,49.416666666666664,48.416666666666664,61.75,62.666666666666664,58.5,55.5
Roosevelt Island,Manhattan,44.25,40.833333333333336,31.583333333333332,41.0,42.166666666666664,63.0,62.0,62.5,77.83333333333333,74.91666666666667,89.66666666666667,92.41666666666667,61.5,70.08333333333333,51.5,68.0
Rosedale,Queens,0.0,0.0,0.4166666666666667,0.08333333333333333,1.25,1.25,2.75,3.0833333333333335,2.0,1.8333333333333333,1.4166666666666667,1.5833333333333333,2.25,2.5833333333333335,3.5833333333333335,2.5
Schuylerville,Bronx,0.3333333333333333,0.0,0.4166666666666667,0.6666666666666666,0.75,1.3333333333333333,3.8333333333333335,3.6666666666666665,3.5833333333333335,3.3333333333333335,3.5,3.6666666666666665,2.4166666666666665,3.75,1.5,1.5
Seagate,Brooklyn,0.0,0.0,0.0,0.5833333333333334,0.3333333333333333,0.5,2.0,2.0,3.25,0.75,1.0,2.5833333333333335,1.5833333333333333,2.0,3.5833333333333335,0.5
Sheepshead Bay,Brooklyn,14.166666666666666,46.5,36.333333333333336,52.0,94.41666666666667,114.25,117.58333333333333,186.0,163.83333333333334,181.25,132.66666666666666,167.58333333333334,121.58333333333333,101.58333333333333,100.41666666666667,77.5
Soho,Manhattan,226.91666666666666,209.5,239.5,299.5,275.3333333333333,284.75,323.75,327.4166666666667,271.3333333333333,241.33333333333334,422.9166666666667,267.0,186.66666666666666,264.1666666666667,249.83333333333334,155.0
Soundview,Bronx,0.0,0.5,1.4166666666666667,1.8333333333333333,6.833333333333333,20.916666666666668,15.0,17.583333333333332,16.666666666666668,22.0,15.583333333333334,14.083333333333334,16.666666666666668,12.25,11.0,6.5
South Jamaica,Queens,0.0,0.0,0.25,0.8333333333333334,1.0833333333333333,1.1666666666666667,0.5833333333333334,1.8333333333333333,2.1666666666666665,3.5,2.5833333333333335,3.0,7.833333333333333,6.583333333333333,6.25,5.5
South Ozone Park,Queens,0.25,0.0,0.25,0.8333333333333334,1.75,1.5833333333333333,0.75,2.4166666666666665,2.1666666666666665,2.3333333333333335,4.0,3.0833333333333335,4.333333333333333,5.583333333333333,3.4166666666666665,2.0
South Richmond Hill,Queens,0.0,0.4166666666666667,0.6666666666666666,1.5,2.0833333333333335,1.75,3.1666666666666665,4.0,3.9166666666666665,4.666666666666667,4.0,4.416666666666667,6.166666666666667,4.666666666666667,3.5,4.0
Springfield Gardens,Queens,0.08333333333333333,1.9166666666666667,0.6666666666666666,0.5,0.4166666666666667,0.08333333333333333,1.1666666666666667,2.3333333333333335,3.75,2.75,3.9166666666666665,4.0,2.8333333333333335,4.666666666666667,6.083333333333333,3.0
St. Albans,Queens,0.0,0.4166666666666667,1.75,2.75,2.0,3.4166666666666665,4.416666666666667,5.416666666666667,3.5833333333333335,6.083333333333333,3.25,4.0,6.75,9.0,7.416666666666667,6.5
Stuyvesant Town/PCV,Manhattan,4.833333333333333,6.166666666666667,42.416666666666664,34.0,357.8333333333333,184.91666666666666,105.16666666666667,93.91666666666667,85.25,45.5,37.0,47.166666666666664,55.416666666666664,65.83333333333333,49.916666666666664,49.0
Sunnyside,Queens,55.166666666666664,41.583333333333336,36.0,56.833333333333336,125.25,213.0,242.58333333333334,312.4166666666667,307.8333333333333,290.6666666666667,310.5833333333333,342.3333333333333,140.0,131.16666666666666,137.5,138.0
Sunset Park,Brooklyn,32.5,13.0,15.0,41.666666666666664,79.0,80.66666666666667,109.75,178.41666666666666,192.83333333333334,178.08333333333334,179.91666666666666,181.33333333333334,112.58333333333333,122.0,102.25,92.5
Throgs Neck,Bronx,0.9166666666666666,0.6666666666666666,1.3333333333333333,1.4166666666666667,2.3333333333333335,12.666666666666666,8.583333333333334,10.916666666666666,12.25,13.75,6.0,12.166666666666666,12.5,12.583333333333334,9.0,16.0
Tremont,Bronx,0.0,0.16666666666666666,0.75,2.1666666666666665,5.25,29.0,28.0,23.333333333333332,22.333333333333332,30.083333333333332,16.583333333333332,34.583333333333336,36.5,26.583333333333332,14.333333333333334,18.5
Tribeca,Manhattan,225.58333333333334,208.16666666666666,220.66666666666666,283.0,316.5,311.8333333333333,382.4166666666667,423.0833333333333,331.0,354.3333333333333,533.4166666666666,323.5,235.16666666666666,307.5,240.16666666666666,213.5
University Heights,Bronx,2.6666666666666665,7.25,12.083333333333334,14.416666666666666,22.916666666666668,33.0,27.416666666666668,29.75,26.833333333333332,36.083333333333336,22.083333333333332,35.25,38.333333333333336,33.25,25.25,25.5
Upper East Side,Manhattan,2503.3333333333335,2220.8333333333335,2274.0,2731.9166666666665,3155.5,3302.6666666666665,3657.0833333333335,3369.5833333333335,3079.0833333333335,2826.0,4113.583333333333,3863.5833333333335,2033.4166666666667,2468.6666666666665,2298.3333333333335,1572.5
Upper West Side,Manhattan,2044.3333333333333,1791.1666666666667,1988.0833333333333,2353.0833333333335,2864.1666666666665,3035.5,3100.1666666666665,3038.75,2739.6666666666665,2404.25,3852.0,2987.3333333333335,1773.9166666666667,2156.9166666666665,1953.8333333333333,1457.5
Utopia,Queens,0.3333333333333333,0.8333333333333334,1.0,1.0,1.0833333333333333,1.0,1.1666666666666667,0.5,0.8333333333333334,0.5833333333333334,0.25,0.08333333333333333,0.8333333333333334,1.8333333333333333,0.4166666666666667,0.0
Van Nest,Bronx,1.0833333333333333,0.5833333333333334,0.08333333333333333,0.3333333333333333,0.8333333333333334,7.416666666666667,9.166666666666666,5.583333333333333,8.083333333333334,4.666666666666667,3.0,2.6666666666666665,4.833333333333333,4.666666666666667,2.8333333333333335,1.5
Wakefield,Bronx,0.0,1.6666666666666667,3.4166666666666665,3.5833333333333335,9.333333333333334,24.833333333333332,20.416666666666668,12.083333333333334,12.5,16.583333333333332,8.5,13.833333333333334,12.666666666666666,12.666666666666666,8.666666666666666,9.0
Washington Heights,Manhattan,118.41666666666667,121.08333333333333,224.83333333333334,325.9166666666667,496.0,679.4166666666666,749.4166666666666,815.5833333333334,775.0833333333334,720.5833333333334,767.0,911.1666666666666,586.0833333333334,518.9166666666666,496.6666666666667,478.0
West Harlem,Manhattan,11.083333333333334,15.833333333333334,19.333333333333332,43.416666666666664,58.416666666666664,74.08333333333333,63.75,70.58333333333333,99.5,79.83333333333333,113.83333333333333,114.16666666666667,56.666666666666664,76.75,60.75,47.5
West Village,Manhattan,475.4166666666667,407.4166666666667,514.4166666666666,595.5,678.4166666666666,690.5,750.5,741.0,652.6666666666666,615.0,999.4166666666666,570.0,381.0,522.6666666666666,487.25,337.0
Westchester Village,Bronx,2.25,1.4166666666666667,0.9166666666666666,0.6666666666666666,1.1666666666666667,4.5,1.5,4.333333333333333,3.0,4.0,3.9166666666666665,3.1666666666666665,2.75,4.166666666666667,3.6666666666666665,2.5
Whitestone,Queens,2.5833333333333335,4.5,12.583333333333334,7.666666666666667,9.333333333333334,12.0,14.166666666666666,14.916666666666666,12.166666666666666,14.25,11.666666666666666,11.083333333333334,15.666666666666666,16.666666666666668,13.083333333333334,19.0
Williamsbridge,Bronx,0.0,0.5,3.0833333333333335,3.1666666666666665,5.916666666666667,10.75,6.666666666666667,10.416666666666666,10.5,16.75,9.083333333333334,10.666666666666666,14.583333333333334,12.5,12.333333333333334,15.0
Williamsburg,Brooklyn,277.5833333333333,271.3333333333333,495.8333333333333,774.6666666666666,1279.8333333333333,1705.25,1822.5833333333333,2002.5,2596.8333333333335,1701.0833333333333,2799.3333333333335,2030.0,1132.5,1441.6666666666667,1663.1666666666667,1210.5
Windsor Terrace,Brooklyn,21.083333333333332,23.5,27.083333333333332,41.833333333333336,79.16666666666667,111.33333333333333,127.0,132.5,111.91666666666667,101.66666666666667,107.41666666666667,85.91666666666667,50.25,49.583333333333336,85.91666666666667,85.5
Woodhaven,Queens,0.16666666666666666,1.8333333333333333,2.6666666666666665,2.25,9.333333333333334,20.583333333333332,8.25,17.083333333333332,15.833333333333334,19.583333333333332,16.916666666666668,18.0,27.333333333333332,30.583333333333332,24.25,19.0
Woodlawn,Bronx,0.0,0.4166666666666667,0.4166666666666667,0.25,0.25,0.8333333333333334,2.75,6.166666666666667,3.25,5.916666666666667,4.833333333333333,4.833333333333333,4.5,1.9166666666666667,1.3333333333333333,2.0
Woodside,Queens,9.583333333333334,11.083333333333334,9.333333333333334,15.5,43.916666666666664,72.25,72.25,142.83333333333334,146.0,121.0,128.33333333333334,153.91666666666666,77.41666666666667,135.25,142.66666666666666,148.0
Woodstock,Bronx,0.6666666666666666,0.5833333333333334,2.8333333333333335,4.416666666666667,6.833333333333333,5.666666666666667,6.333333333333333,9.0,15.5,20.25,12.416666666666666,15.166666666666666,11.166666666666666,16.333333333333332,10.166666666666666,12.5
